crop ID,soil_type,stage,MOI,temp,humidity,result
1,1,6,60,34,53,1
1,1,6,61,35,50,1
1,1,6,62,36,47,1
1,1,6,63,37,44,1
1,1,6,64,38,41,1
1,1,6,65,39,38,1
1,1,6,66,40,35,1
1,1,6,67,41,32,1
1,1,6,68,42,29,1
1,1,6,69,43,26,1
1,1,6,70,44,23,2
1,1,6,71,45,20,2
1,1,6,72,46,17,2
1,1,6,73,25,80,2
1,1,6,74,26,77,2
1,1,6,75,27,74,2
1,1,6,76,28,71,2
1,1,6,77,29,68,2
1,1,6,78,30,65,2
1,1,6,79,31,62,2
1,1,6,80,32,59,2
1,1,6,81,33,56,0
1,1,6,82,34,53,0
1,1,6,83,35,50,0
1,1,6,84,36,47,0
1,1,6,85,37,44,0
1,1,6,86,38,41,0
1,1,6,87,39,38,0
1,1,6,88,40,35,0
1,1,6,89,41,32,0
1,1,6,90,42,29,0
1,1,6,91,43,26,0
1,1,6,92,44,23,0
1,1,6,93,45,20,0
1,1,6,94,46,17,0
1,1,6,95,25,80,0
1,1,6,96,26,77,0
1,1,6,97,27,74,0
1,1,6,98,28,71,0
1,1,6,99,29,68,0
1,1,6,100,30,65,0
1,1,7,1,31,62,1
1,1,7,2,32,59,1
1,1,7,3,33,56,1
1,1,7,4,34,53,1
1,1,7,5,35,50,1
1,1,7,6,36,47,1
1,1,7,7,37,44,1
1,1,7,8,38,41,1
1,1,7,9,39,38,1
1,1,7,10,40,35,1
1,1,7,11,41,32,1
1,1,7,12,42,29,1
1,1,7,13,43,26,1
1,1,7,14,44,23,1
1,1,7,15,45,20,1
1,1,7,16,46,17,1
1,1,7,17,25,80,1
1,1,7,18,26,77,1
1,1,7,19,27,74,1
1,1,7,20,28,71,1
1,1,7,21,29,68,1
1,1,7,22,30,65,1
1,1,7,23,31,62,1
1,1,7,24,32,59,1
1,1,7,25,33,56,1
1,1,7,26,34,53,1
1,1,7,27,35,50,1
1,1,7,28,36,47,1
1,1,7,29,37,44,1
1,1,7,30,38,41,1
1,1,7,31,39,38,1
1,1,7,32,40,35,1
1,1,7,33,41,32,1
1,1,7,34,42,29,1
1,1,7,35,43,26,1
1,1,7,36,44,23,1
1,1,7,37,45,20,1
1,1,7,38,46,17,1
1,1,7,39,25,80,1
1,1,7,40,26,77,1
1,1,7,41,27,74,1
1,1,7,42,28,71,1
1,1,7,43,29,68,1
1,1,7,44,30,65,1
1,1,7,45,31,62,1
1,1,7,46,32,59,1
1,1,7,47,33,56,1
1,1,7,48,34,53,1
1,1,7,49,35,50,1
1,1,7,50,36,47,1
1,1,7,51,37,44,1
1,1,7,52,38,41,1
1,1,7,53,39,38,1
1,1,7,54,40,35,1
1,1,7,55,41,32,1
1,1,7,56,42,29,1
1,1,7,57,43,26,1
1,1,7,58,44,23,1
1,1,7,59,45,20,1
1,1,7,60,46,17,1
1,1,7,61,25,80,1
1,1,7,62,26,77,1
1,1,7,63,27,74,1
1,1,7,64,28,71,1
1,1,7,65,29,68,1
1,1,7,66,30,65,1
1,1,7,67,31,62,1
1,1,7,68,32,59,1
1,1,7,69,33,56,1
1,1,7,70,34,53,2
1,1,7,71,35,50,2
1,1,7,72,36,47,2
1,1,7,73,37,44,2
1,1,7,74,38,41,2
1,1,7,75,39,38,2
1,1,7,76,40,35,2
1,1,7,77,41,32,2
1,1,7,78,42,29,2
1,1,7,79,43,26,2
1,1,7,80,44,23,2
1,1,7,81,45,20,0
1,1,7,82,46,17,0
1,1,7,83,25,80,0
1,1,7,84,26,77,0
1,1,7,85,27,74,0
1,1,7,86,28,71,0
1,1,7,87,29,68,0
1,1,7,88,30,65,0
1,1,7,89,31,62,0
1,1,7,90,32,59,0
1,1,7,91,33,56,0
1,1,7,92,34,53,0
1,1,7,93,35,50,0
1,1,7,94,36,47,0
1,1,7,95,37,44,0
1,1,7,96,38,41,0
1,1,7,97,39,38,0
1,1,7,98,40,35,0
1,1,7,99,41,32,0
1,1,7,100,42,29,0
1,1,8,1,43,26,1
1,1,8,2,44,23,1
1,1,8,3,45,20,1
1,1,8,4,46,17,1
1,1,8,5,25,80,1
1,1,8,6,26,77,1
1,1,8,7,27,74,1
1,1,8,8,28,71,1
1,1,8,9,29,68,1
1,1,8,10,30,65,1
1,1,8,11,31,62,1
1,1,8,12,32,59,1
1,1,8,13,33,56,1
1,1,8,14,34,53,1
1,1,8,15,35,50,1
1,1,8,16,36,47,1
1,1,8,17,37,44,1
1,1,8,18,38,41,1
1,1,8,19,39,38,1
1,1,8,20,40,35,1
1,1,8,21,41,32,1
1,1,8,22,42,29,1
1,1,8,23,43,26,1
1,1,8,24,44,23,1
1,1,8,25,45,20,1
1,1,8,26,46,17,1
1,1,8,27,25,80,1
1,1,8,28,26,77,1
1,1,8,29,27,74,1
1,1,8,30,28,71,1
1,1,8,31,29,68,1
1,1,8,32,30,65,1
1,1,8,33,31,62,1
1,1,8,34,32,59,1
1,1,8,35,33,56,1
1,1,8,36,34,53,1
1,1,8,37,35,50,1
1,1,8,38,36,47,1
1,1,8,39,37,44,1
1,1,8,40,38,41,1
1,1,8,41,39,38,1
1,1,8,42,40,35,1
1,1,8,43,41,32,1
1,1,8,44,42,29,1
1,1,8,45,43,26,1
1,1,8,46,44,23,1
1,1,8,47,45,20,1
1,1,8,48,46,17,1
1,1,8,49,25,80,1
1,1,8,50,26,77,1
1,1,8,51,27,74,1
1,1,8,52,28,71,1
1,1,8,53,29,68,1
1,1,8,54,30,65,1
1,1,8,55,31,62,1
1,1,8,56,32,59,1
1,1,8,57,33,56,1
1,1,8,58,34,53,1
1,1,8,59,35,50,1
1,1,8,60,36,47,2
1,1,8,61,37,44,2
1,1,8,62,38,41,2
1,1,8,63,39,38,2
1,1,8,64,40,35,2
1,1,8,65,41,32,2
1,1,8,66,42,29,2
1,1,8,67,43,26,2
1,1,8,68,44,23,2
1,1,8,69,45,20,2
1,1,8,70,46,17,2
1,1,8,71,25,80,0
1,1,8,72,26,77,0
1,1,8,73,27,74,0
1,1,8,74,28,71,0
1,1,8,75,29,68,0
1,1,8,76,30,65,0
1,1,8,77,31,62,0
1,1,8,78,32,59,0
1,1,8,79,33,56,0
1,1,8,80,34,53,0
1,1,8,81,35,50,0
1,1,8,82,36,47,0
1,1,8,83,37,44,0
1,1,8,84,38,41,0
1,1,8,85,39,38,0
1,1,8,86,40,35,0
1,1,8,87,41,32,0
1,1,8,88,42,29,0
1,1,8,89,43,26,0
1,1,8,90,44,23,0
1,1,8,91,45,20,0
1,1,8,92,46,17,0
1,1,8,93,25,80,0
1,1,8,94,26,77,0
1,1,8,95,27,74,0
1,1,8,96,28,71,0
1,1,8,97,29,68,0
1,1,8,98,30,65,0
1,1,8,99,31,62,0
1,1,8,100,32,59,0
1,5,1,1,33,56,1
1,5,1,2,34,53,1
1,5,1,3,35,50,1
1,5,1,4,36,47,1
1,5,1,5,37,44,1
1,5,1,6,38,41,1
1,5,1,7,39,38,1
1,5,1,8,40,35,1
1,5,1,9,41,32,1
1,5,1,10,42,29,1
1,5,1,11,43,26,1
1,5,1,12,44,23,1
1,5,1,13,45,20,1
1,5,1,14,46,17,1
1,5,1,15,25,80,1
1,5,1,16,26,77,1
1,5,1,17,27,74,1
1,5,1,18,28,71,1
1,5,1,19,29,68,1
1,5,1,20,30,65,1
1,5,1,21,31,62,1
1,5,1,22,32,59,1
1,5,1,23,33,56,1
1,5,1,24,34,53,1
1,5,1,25,35,50,1
1,5,1,26,36,47,1
1,5,1,27,37,44,1
1,5,1,28,38,41,1
1,5,1,29,39,38,1
1,5,1,30,40,35,1
1,5,1,31,41,32,2
1,5,1,32,42,29,2
1,5,1,33,43,26,2
1,5,1,34,44,23,2
1,5,1,35,45,20,2
1,5,1,36,46,17,2
1,5,1,37,25,80,2
1,5,1,38,26,77,2
1,5,1,39,27,74,2
1,5,1,40,28,71,2
1,5,1,41,29,68,0
1,5,1,42,30,65,0
1,5,1,43,31,62,0
1,5,1,44,32,59,0
1,5,1,45,33,56,0
1,5,1,46,34,53,0
1,5,1,47,35,50,0
1,5,1,48,36,47,0
1,5,1,49,37,44,0
1,5,1,50,38,41,0
1,5,1,51,39,38,0
1,5,1,52,40,35,0
1,5,1,53,41,32,0
1,5,1,54,42,29,0
1,5,1,55,43,26,0
1,5,1,56,44,23,0
1,5,1,57,45,20,0
1,5,1,58,46,17,0
1,5,1,59,25,80,0
1,5,1,60,26,77,0
1,5,1,61,27,74,0
1,5,1,62,28,71,0
1,5,1,63,29,68,0
1,5,1,64,30,65,0
1,5,1,65,31,62,0
1,5,1,66,32,59,0
1,5,1,67,33,56,0
1,5,1,68,34,53,0
1,5,1,69,35,50,0
1,5,1,70,36,47,0
1,5,1,71,37,44,0
1,5,1,72,38,41,0
1,5,1,73,39,38,0
1,5,1,74,40,35,0
1,5,1,75,41,32,0
1,5,1,76,42,29,0
1,5,1,77,43,26,0
1,5,1,78,44,23,0
1,5,1,79,45,20,0
1,5,1,80,46,17,0
1,5,1,81,25,80,0
1,5,1,82,26,77,0
1,5,1,83,27,74,0
1,5,1,84,28,71,0
1,5,1,85,29,68,0
1,5,1,86,30,65,0
1,5,1,87,31,62,0
1,5,1,88,32,59,0
1,5,1,89,33,56,0
1,5,1,90,34,53,0
1,5,1,91,35,50,0
1,5,1,92,36,47,0
1,5,1,93,37,44,0
1,5,1,94,38,41,0
1,5,1,95,39,38,0
1,5,1,96,40,35,0
1,5,1,97,41,32,0
1,5,1,98,42,29,0
1,5,1,99,43,26,0
1,5,1,100,44,23,0
1,5,2,1,45,20,1
1,5,2,2,46,17,1
1,5,2,3,25,80,1
1,5,2,4,26,77,1
1,5,2,5,27,74,1
1,5,2,6,28,71,1
1,5,2,7,29,68,1
1,5,2,8,30,65,1
1,5,2,9,31,62,1
1,5,2,10,32,59,1
1,5,2,11,33,56,1
1,5,2,12,34,53,1
1,5,2,13,35,50,1
1,5,2,14,36,47,1
1,5,2,15,37,44,1
1,5,2,16,38,41,1
1,5,2,17,39,38,1
1,5,2,18,40,35,1
1,5,2,19,41,32,1
1,5,2,20,42,29,1
1,5,2,21,43,26,1
1,5,2,22,44,23,1
1,5,2,23,45,20,1
1,5,2,24,46,17,1
1,5,2,25,25,80,1
1,5,2,26,26,77,1
1,5,2,27,27,74,1
1,5,2,28,28,71,1
1,5,2,29,29,68,1
1,5,2,30,30,65,1
1,5,2,31,31,62,1
1,5,2,32,32,59,1
1,5,2,33,33,56,1
1,5,2,34,34,53,1
1,5,2,35,35,50,1
1,5,2,36,36,47,1
1,5,2,37,37,44,1
1,5,2,38,38,41,1
1,5,2,39,39,38,1
1,5,2,40,40,35,2
1,5,2,41,41,32,2
1,5,2,42,42,29,2
1,5,2,43,43,26,2
1,5,2,44,44,23,2
1,5,2,45,45,20,2
1,5,2,46,46,17,2
1,5,2,47,25,80,2
1,5,2,48,26,77,2
1,5,2,49,27,74,2
1,5,2,50,28,71,2
1,5,2,51,29,68,0
1,5,2,52,30,65,0
1,5,2,53,31,62,0
1,5,2,54,32,59,0
1,5,2,55,33,56,0
1,5,2,56,34,53,0
1,5,2,57,35,50,0
1,5,2,58,36,47,0
1,5,2,59,37,44,0
1,5,2,60,38,41,0
1,5,2,61,39,38,0
1,5,2,62,40,35,0
1,5,2,63,41,32,0
1,5,2,64,42,29,0
1,5,2,65,43,26,0
1,5,2,66,44,23,0
1,5,2,67,45,20,0
1,5,2,68,46,17,0
1,5,2,69,25,80,0
1,5,2,70,26,77,0
1,5,2,71,27,74,0
1,5,2,72,28,71,0
1,5,2,73,29,68,0
1,5,2,74,30,65,0
1,5,2,75,31,62,0
1,5,2,76,32,59,0
1,5,2,77,33,56,0
1,5,2,78,34,53,0
1,5,2,79,35,50,0
1,5,2,80,36,47,0
1,5,2,81,37,44,0
1,5,2,82,38,41,0
1,5,2,83,39,38,0
1,5,2,84,40,35,0
1,5,2,85,41,32,0
